alumni_id,name,major,company,position,graduation_year
UB0572,Nadia Lestari,Psikologi,CV Maju Mundur,Head of Department Sales,2022
UB0573,Gita Kusuma,Teknik Lingkungan,PT Mencari Cinta Sejati,Supervisor Finance,2022
UB0574,Agus Yudhoyono,Hubungan Internasional,PT Penerbit Erlangga,Management Trainee Sales,2021
UB0575,Chandra Efendi,Psikologi,Bank Mandiri,Senior Staff HR,2020
UB0576,Indah Pratama,Administrasi Publik,"PT DCI Indonesia, Tbk",Junior Staff HR,2017
UB0577,Dinda Nasution,Manajemen,CV Maju Mundur,Management Trainee Finance,2018
UB0578,Zahra Santoso,Ilmu Hukum,PT Penerbit Erlangga,Engineer Admin,2016
UB0579,Radit Zulkarnain,Teknik Komputer,PT CFU Technology Indonesia,Senior IT Support,2015
UB0580,Bagas Utami,Keuangan Perbankan,Tokopedia,Supervisor Sales,2017
UB0581,Hana Tanjung,Ilmu Komunikasi,PT Penerbit Erlangga,Junior Staff Sales,2015
UB0582,Eko Nasution,Teknik Informatika,"PT Bank Danamon Indonesia, Tbk",Lead Product Manager,2015
UB0583,Laras Oktaviani,Ilmu Hukum,PT Solusi Transportasi Indonesia,Senior Staff Finance,2015
UB0584,Yoga Puspa,Teknologi Hasil Pertanian,PT Solusi Transportasi Indonesia,Officer Sales,2018
UB0585,Sarah Oktaviani,Ilmu Komunikasi,Shopee,Analyst Operations,2021
UB0586,Indah Laksana,Teknologi Hasil Pertanian,JAPFA FOOD INDONESIA,Analyst Marketing,2023
UB0587,Pandu Laksana,Akuntansi,Bank Mandiri,Senior Staff Finance,2020
UB0588,Nina Santoso,Teknik Lingkungan,PT Sumber Rejeki,Head of Department HR,2020
UB0589,Dinda Cahyono,Teknik Industri,PT Kapal Api Global,Management Trainee Sales,2023
UB0590,Rina Darmawan,Teknik Sipil,Xiaomi Technology,Supervisor Finance,2019
UB0591,Kartika Wijaya,Teknik Mesin,PT Indocyber Global Teknologi,Head of Department HR,2016
UB0592,Mahendra Baswedan,Teknik Mesin,PT Sumber Rejeki,Engineer Sales,2017
UB0593,Sarah Saputra,Administrasi Publik,PT Indocyber Global Teknologi,Management Trainee HR,2021
UB0594,Wahyu Wibowo,Hubungan Internasional,CV Maju Mundur,Head of Department Finance,2016
UB0595,Bayu Yudhoyono,Teknik Lingkungan,StartUp Gagal Bangkit,Supervisor Admin,2015
UB0596,Cahya Wijaya,Hubungan Internasional,Shopee,Supervisor Operations,2020
UB0597,Dinda Cahyono,Teknik Informatika,PT Handal Guna Sarana,Lead Data Scientist,2020
UB0598,Hadi Fauzi,Arsitektur,Shopee,Head of Department Operations,2017
UB0599,Farhan Hidayat,Ilmu Hukum,PT Kapal Api Global,Officer Admin,2021
UB0600,Pandu Santoso,Pendidikan TI,PT Bank KEB Hana Indonesia,Head of Department Finance,2018
UB0601,Andi Nugroho,Teknik Sipil,Shopee,Engineer Admin,2021
UB0602,Okta Oktaviani,Akuntansi,"PT DCI Indonesia, Tbk",Officer Sales,2022
UB0603,Fajar Laksana,Pendidikan TI,"PT SMART,Tbk",Head of Department Operations,2023
UB0604,Vina Fauzi,Ilmu Komunikasi,Shopee,Supervisor Admin,2016
UB0605,Kevin Utama,Teknik Elektro,PT Sumber Rejeki,Consultant Finance,2020
UB0606,Utomo Nugroho,Teknologi Informasi,PT Solusi Transportasi Indonesia,Lead Data Scientist,2023
UB0607,Irfan Aminah,Manajemen,"PT DCI Indonesia, Tbk",Junior Staff HR,2021
UB0608,Nina Aminah,Pendidikan TI,PT Sumber Rejeki,Head of Department Sales,2022
UB0609,Gilang Permata,Ilmu Ekonomi,Shopee,Management Trainee Marketing,2016
UB0610,Bayu Saputra,Administrasi Publik,PT. Bank KEB Hana Indonesia,Junior Staff Operations,2016
UB0611,Kevin Gunawan,Arsitektur,PT Sejahtera Abadi,Engineer HR,2016
UB0612,Dimas Pratama,Agroekoteknologi,"PT. Trimegah Sekuritas Indonesia, Tbk",Junior Staff Sales,2019
UB0613,Kartika Tanjung,Agroekoteknologi,Shopee,Manager Marketing,2018
UB0614,Wahyu Hidayat,Akuntansi,PT Bank KEB Hana Indonesia,Officer Marketing,2015
UB0615,Hana Efendi,Teknik Sipil,Bank Mandiri,Officer HR,2021
UB0616,Julia Zulkarnain,Teknik Sipil,PT Penerbit Erlangga,Manager Operations,2021
UB0617,Dinda Kusumo,Psikologi,"PT. Trimegah Sekuritas Indonesia, Tbk",Consultant Admin,2023
UB0618,Vina Vebrianto,Psikologi,Bank Mandiri,Head of Department Admin,2023
UB0619,Citra Budiman,Teknik Informatika,"PT SMART,Tbk",Senior IT Support,2015
UB0620,Laras Hartono,Ilmu Ekonomi,PT Penerbit Erlangga,Analyst Finance,2019
UB0621,Zahra Nasution,Administrasi Publik,PT CFU Technology Indonesia,Consultant Marketing,2022
UB0622,Tegar Nugroho,Teknik Elektro,PT Handal Guna Sarana,Analyst Finance,2018
UB0623,Yoga Santoso,Hubungan Internasional,PT Tsubaki Indonesia Manufacturing,Management Trainee Admin,2016
UB0624,Vina Kusumo,Teknik Mesin,"PT Japfa Comfeed Indonesia, Tbk",Specialist Operations,2023
UB0625,Indah Rahmawati,Agroekoteknologi,PT Solusi Transportasi Indonesia,Supervisor Sales,2021
UB0626,Dewi Pratama,Arsitektur,PT Tsubaki Indonesia Manufacturing,Manager HR,2018
UB0627,Okta Susanto,Agribisnis,PT CFU Technology Indonesia,Junior Staff Admin,2021
UB0628,Xena Baswedan,Teknik Mesin,CV Maju Mundur,Engineer Admin,2022
UB0629,Dewi Puspa,Teknik Mesin,"PT DCI Indonesia, Tbk",Analyst Operations,2021
UB0630,Aditya Nugroho,Pendidikan TI,"PT Japfa Comfeed Indonesia, Tbk",Management Trainee Sales,2017
UB0631,Eko Kartika,Teknik Komputer,"PT. Trimegah Sekuritas Indonesia, Tbk",Lead DevOps,2021
UB0632,Nina Wulandari,Pendidikan TI,PT CFU Technology Indonesia,Analyst HR,2021
UB0633,Bayu Nasution,Sistem Informasi,PT Tsubaki Indonesia Manufacturing,Senior Product Manager,2020
UB0634,Budi Laksana,Teknologi Hasil Pertanian,JAPFA FOOD INDONESIA,Manager Finance,2018
UB0635,Sarah Vebrianto,Teknik Lingkungan,"PT DCI Indonesia, Tbk",Specialist HR,2019
UB0636,Okta Susanto,Teknologi Hasil Pertanian,Bank Mandiri,Head of Department Marketing,2019
UB0637,Okta Hidayat,Sistem Informasi,Bank Mandiri,Junior Software Engineer,2022
UB0638,Arif Santoso,Ilmu Komunikasi,JAPFA FOOD INDONESIA,Officer Sales,2015
UB0639,Dewi Wibowo,Teknologi Informasi,PT Kapal Api Global,Junior Data Scientist,2023
UB0640,Pandu Kurnia,Manajemen,"PT SMART,Tbk",Manager Operations,2022
UB0641,Dinda Prasetyo,Manajemen,Bank Mandiri,Supervisor Marketing,2016
UB0642,Wahyu Qodir,Manajemen,Bank Mandiri,Consultant Admin,2021
UB0643,Aditya Aminah,Agroekoteknologi,Shopee,Manager Operations,2018
UB0644,Kevin Firmansyah,Teknik Elektro,Shopee,Engineer Finance,2018
UB0645,Citra Nugroho,Akuntansi,PT Penerbit Erlangga,Engineer Sales,2018
UB0646,Gilang Qodir,Ilmu Ekonomi,Tokopedia,Consultant HR,2019
UB0647,Wahyu Puspa,Administrasi Publik,PT Kapal Api Global,Analyst Admin,2017
UB0648,Xena Pratama,Teknologi Informasi,"PT Bank Danamon Indonesia, Tbk",Junior Data Scientist,2023
UB0649,Erlangga Wijaya,Psikologi,PT Kapal Api Global,Junior Staff Sales,2021
UB0650,Hana Gunawan,Agribisnis,Shopee,Head of Department Sales,2021
UB0651,Tegar Setiawan,Teknologi Hasil Pertanian,Tokopedia,Senior Staff Admin,2021
UB0652,Dinda Susanto,Agroekoteknologi,Bank BCA,Analyst Sales,2017
UB0653,Qori Permata,Agribisnis,Shopee,Specialist Sales,2015
UB0654,Tegar Suharto,Ekonomi Islam,"PT. Trimegah Sekuritas Indonesia, Tbk",Senior Staff Sales,2022
UB0655,Dinda Aditama,Administrasi Publik,StartUp Gagal Bangkit,Manager Marketing,2022
UB0656,Aditya Aditama,Hubungan Internasional,PT Tsubaki Indonesia Manufacturing,Supervisor Marketing,2015
UB0657,Kevin Laksana,Teknologi Informasi,"PT SMART,Tbk",Lead Data Scientist,2017
UB0658,Bagas Wibowo,Administrasi Publik,PT Indocyber Global Teknologi,Management Trainee Operations,2019
UB0659,Eko Puspa,Manajemen,PT CFU Technology Indonesia,Consultant Finance,2018
UB0660,Lestari Aditama,Teknik Industri,Shopee,Officer Operations,2015
UB0661,Radit Nugroho,Teknik Sipil,PT. Bank KEB Hana Indonesia,Consultant Admin,2015
UB0662,Okta Suharto,Agribisnis,StartUp Gagal Bangkit,Engineer Sales,2021
UB0663,Nadia Oktaviani,Teknik Industri,Bank Mandiri,Senior Staff HR,2018
UB0664,Joko Soekarno,Ekonomi Islam,PT MAS ARYA INDONESIA,Officer Operations,2017
UB0665,Sarah Zulkarnain,Agroekoteknologi,Telkom Indonesia,Management Trainee Admin,2023
UB0666,Okta Susanto,Sistem Informasi,PT Kapal Api Global,Lead Product Manager,2017
UB0667,Wahyu Puspa,Teknik Elektro,Telkom Indonesia,Manager Operations,2016
UB0668,Tegar Puspa,Teknik Sipil,PT Sumber Rejeki,Senior Staff Marketing,2021
UB0669,Andi Tanjung,Manajemen,Shopee,Analyst Finance,2020
UB0670,Pandu Soekarno,Ekonomi Islam,Xiaomi Technology,Supervisor HR,2018
UB0671,Bella Zulkarnain,Pendidikan TI,"PT Japfa Comfeed Indonesia, Tbk",Manager Admin,2015
UB0672,Lestari Rahmawati,Ekonomi Islam,PT CFU Technology Indonesia,Supervisor Marketing,2020
UB0673,Agus Wulandari,Teknik Informatika,PHINTRACO GROUP,Senior Software Engineer,2022
UB0674,Agus Siregar,Administrasi Publik,CV Maju Mundur,Junior Staff Finance,2015
UB0675,Nina Kusuma,Teknik Sipil,PT MAS ARYA INDONESIA,Supervisor Operations,2022
UB0676,Erlangga Aminah,Ilmu Komunikasi,Tokopedia,Manager Operations,2022
UB0677,Qori Permata,Psikologi,PT Sumber Rejeki,Supervisor Finance,2018
UB0678,Utomo Puspa,Hubungan Internasional,PT Handal Guna Sarana,Engineer Finance,2017
UB0679,Fajar Fauzi,Ekonomi Islam,Telkom Indonesia,Senior Staff Finance,2020
UB0680,Joko Utami,Administrasi Publik,PT MAS ARYA INDONESIA,Officer Admin,2021
UB0681,Pandu Pratama,Ilmu Hukum,PT. Bank KEB Hana Indonesia,Analyst Admin,2015
UB0682,Joko Budiman,Akuntansi,PHINTRACO GROUP,Head of Department Sales,2017
UB0683,Aditya Wijaya,Ilmu Ekonomi,PT Indocyber Global Teknologi,Management Trainee Sales,2023
UB0684,Pandu Tanjung,Hubungan Internasional,"PT Japfa Comfeed Indonesia, Tbk",Supervisor Admin,2015
UB0685,Kartika Pratama,Ilmu Komunikasi,"PT Bank Danamon Indonesia, Tbk",Analyst Admin,2020
UB0686,Hadi Rahmawati,Manajemen,Telkom Indonesia,Specialist Marketing,2017
UB0687,Wahyu Yudhoyono,Teknik Elektro,StartUp Gagal Bangkit,Consultant Marketing,2020
UB0688,Chandra Siregar,Agroekoteknologi,"PT Japfa Comfeed Indonesia, Tbk",Consultant Operations,2015
UB0689,Rizky Lestari,Teknik Elektro,PT. Bank KEB Hana Indonesia,Specialist Admin,2020
UB0690,Citra Wulandari,Teknik Elektro,PT Sejahtera Abadi,Consultant Admin,2015
UB0691,Yoga Budiman,Agroekoteknologi,PT Mencari Cinta Sejati,Engineer Marketing,2021
UB0692,Vina Pangestu,Psikologi,JAPFA FOOD INDONESIA,Head of Department Admin,2023
UB0693,Kevin Fauzi,Teknik Sipil,Xiaomi Technology,Officer HR,2016
UB0694,Andi Wulandari,Manajemen,PT Sumber Rejeki,Engineer Finance,2020
UB0695,Wahyu Lestari,Teknik Mesin,PT Sumber Rejeki,Management Trainee Marketing,2018
UB0696,Erlangga Pangestu,Teknologi Informasi,PT Sumber Rejeki,Lead DevOps,2021
UB0697,Farhan Wibowo,Teknik Sipil,Tokopedia,Specialist Marketing,2018
UB0698,Hana Kusuma,Teknologi Informasi,PT MAS ARYA INDONESIA,Lead DevOps,2019
UB0699,Agus Lestari,Keuangan Perbankan,JAPFA FOOD INDONESIA,Engineer Sales,2018
UB0700,Arif Susanto,Teknik Lingkungan,Tokopedia,Management Trainee Marketing,2020
UB0701,Rina Yudhoyono,Pendidikan TI,"PT. Trimegah Sekuritas Indonesia, Tbk",Supervisor Marketing,2021
UB0702,Eko Irawan,Akuntansi,PT Mencari Cinta Sejati,Manager Marketing,2023
UB0703,Utomo Zulkarnain,Teknik Lingkungan,PT Mencari Cinta Sejati,Engineer Finance,2020
UB0704,Tegar Kusuma,Teknologi Informasi,"PT. Trimegah Sekuritas Indonesia, Tbk",Senior IT Support,2018
UB0705,Pandu Nasution,Teknik Mesin,StartUp Gagal Bangkit,Analyst Marketing,2016
UB0706,Cahya Prasetyo,Ilmu Komunikasi,Tokopedia,Manager Finance,2022
UB0707,Rina Susanto,Ilmu Hukum,Shopee,Analyst Operations,2018
UB0708,Arif Utami,Teknologi Informasi,"PT DCI Indonesia, Tbk",Junior Software Engineer,2023
UB0709,Gita Prasetyo,Teknik Sipil,Telkom Indonesia,Analyst Finance,2020
UB0710,Laras Kartika,Teknologi Informasi,"PT DCI Indonesia, Tbk",Senior DevOps,2018
UB0711,Wahyu Nasution,Teknologi Informasi,PT MAS ARYA INDONESIA,Senior DevOps,2020
UB0712,Arif Maulana,Teknologi Hasil Pertanian,Gojek,Manager Finance,2018
UB0713,Arif Oktaviani,Ekonomi Islam,PT. Bank KEB Hana Indonesia,Consultant Admin,2019
UB0714,Andi Laksana,Keuangan Perbankan,JAPFA FOOD INDONESIA,Analyst HR,2016
UB0715,Utomo Setiawan,Agribisnis,"PT Japfa Comfeed Indonesia, Tbk",Consultant HR,2017
UB0716,Erlangga Irawan,Hubungan Internasional,PT Penerbit Erlangga,Specialist Operations,2019
UB0717,Desi Utama,Keuangan Perbankan,"PT Japfa Comfeed Indonesia, Tbk",Specialist Operations,2021
UB0718,Andi Darmawan,Teknik Sipil,PT Bank KEB Hana Indonesia,Specialist Operations,2017
UB0719,Xena Suharto,Teknologi Informasi,Shopee,Senior Data Scientist,2017
UB0720,Nina Nasution,Ilmu Hukum,"PT Japfa Comfeed Indonesia, Tbk",Engineer Marketing,2021
UB0721,Hadi Suharto,Agribisnis,PT. Bank KEB Hana Indonesia,Manager Finance,2022
UB0722,Tegar Kurnia,Ekonomi Islam,PT CFU Technology Indonesia,Supervisor Finance,2017
UB0723,Nina Aditama,Administrasi Publik,Bank Mandiri,Management Trainee Admin,2023
UB0724,Mahendra Efendi,Manajemen,PT Mencari Cinta Sejati,Management Trainee Marketing,2022
UB0725,Gilang Aditama,Teknik Lingkungan,PT Mencari Cinta Sejati,Consultant HR,2016
UB0726,Sarah Permata,Teknik Sipil,PT Mencari Cinta Sejati,Officer Operations,2019
UB0727,Yoga Siregar,Teknik Industri,Tokopedia,Specialist Marketing,2019
UB0728,Yoga Santoso,Teknik Industri,PT Mencari Cinta Sejati,Officer Sales,2017
UB0729,Yoga Permata,Teknik Elektro,PT Mencari Cinta Sejati,Supervisor Operations,2022
UB0730,Fajar Oktaviani,Teknik Industri,PT Trinusa Travelindo,Supervisor Admin,2022
UB0731,Chandra Puspa,Teknologi Hasil Pertanian,"PT DCI Indonesia, Tbk",Management Trainee Operations,2015
UB0732,Rina Wulandari,Keuangan Perbankan,PHINTRACO GROUP,Specialist Admin,2018
UB0733,Qori Suharto,Agribisnis,PT Sumber Rejeki,Management Trainee Admin,2019
UB0734,Julia Qodir,Teknik Informatika,Shopee,Junior Product Manager,2017
UB0735,Agus Fauzi,Teknik Komputer,PT Sejahtera Abadi,Junior Product Manager,2019
UB0736,Bayu Yudhoyono,Administrasi Publik,PT Mencari Cinta Sejati,Manager Finance,2021
UB0737,Dimas Hidayat,Arsitektur,"PT Bank Danamon Indonesia, Tbk",Engineer Sales,2021
UB0738,Nadia Pangestu,Agribisnis,CV Maju Mundur,Specialist Sales,2019
UB0739,Siti Lestari,Teknik Komputer,Bank Mandiri,Senior IT Support,2018
UB0740,Radit Qodir,Administrasi Publik,PT Tsubaki Indonesia Manufacturing,Consultant Admin,2019
UB0741,Putri Baswedan,Administrasi Publik,StartUp Gagal Bangkit,Officer Finance,2020
UB0742,Pandu Santoso,Teknik Sipil,PT CFU Technology Indonesia,Officer Admin,2022
UB0743,Tegar Setiawan,Psikologi,"PT DCI Indonesia, Tbk",Officer Marketing,2022
UB0744,Farhan Wibowo,Agroekoteknologi,StartUp Gagal Bangkit,Supervisor Operations,2020
UB0745,Desi Utama,Ilmu Ekonomi,PT MAS ARYA INDONESIA,Analyst Sales,2016
UB0746,Arif Maulana,Ilmu Komunikasi,PT Trinusa Travelindo,Senior Staff Marketing,2018
UB0747,Okta Jaya,Teknologi Informasi,Gojek,Senior IT Support,2017
UB0748,Gilang Kusumo,Keuangan Perbankan,PT Handal Guna Sarana,Specialist Admin,2017
UB0749,Arif Setiawan,Akuntansi,"PT DCI Indonesia, Tbk",Manager Finance,2017
UB0750,Okta Santoso,Agroekoteknologi,Xiaomi Technology,Supervisor Admin,2020
UB0751,Andi Irawan,Manajemen,Tokopedia,Supervisor Admin,2019
UB0752,Citra Qodir,Sistem Informasi,PT Handal Guna Sarana,Junior DevOps,2020
UB0753,Hana Maulana,Administrasi Publik,Xiaomi Technology,Specialist Sales,2018
UB0754,Cahya Suharto,Ilmu Hukum,PT Bank KEB Hana Indonesia,Manager Marketing,2018
UB0755,Lestari Kusumo,Sistem Informasi,Shopee,Junior IT Support,2021
UB0756,Gilang Prasetyo,Manajemen,PT Handal Guna Sarana,Manager Sales,2021
UB0757,Aditya Cahyono,Ilmu Ekonomi,PT Kapal Api Global,Supervisor Admin,2022
UB0758,Nina Efendi,Teknik Elektro,PT. Bank KEB Hana Indonesia,Analyst Operations,2020
UB0759,Dewi Utama,Teknik Elektro,PT Penerbit Erlangga,Management Trainee Admin,2023
UB0760,Kevin Siregar,Agribisnis,PT Tsubaki Indonesia Manufacturing,Officer HR,2017
UB0761,Aditya Lestari,Teknologi Hasil Pertanian,"PT DCI Indonesia, Tbk",Manager Sales,2019
UB0762,Tegar Laksana,Teknik Mesin,PT Mencari Cinta Sejati,Senior Staff Admin,2016
UB0763,Sarah Hidayat,Ilmu Komunikasi,PT Sumber Rejeki,Engineer Marketing,2022
UB0764,Radit Santoso,Teknik Elektro,PT Indocyber Global Teknologi,Junior Staff Operations,2015
UB0765,Kevin Oktaviani,Teknologi Informasi,PT Solusi Transportasi Indonesia,Senior Product Manager,2019
UB0766,Aditya Lestari,Teknik Mesin,PT Sumber Rejeki,Supervisor Finance,2023
UB0767,Citra Maulana,Administrasi Publik,"PT. Trimegah Sekuritas Indonesia, Tbk",Specialist Operations,2021
UB0768,Bagas Laksana,Agribisnis,PT Kapal Api Global,Supervisor Admin,2022
UB0769,Rizky Suharto,Teknik Industri,PT Kapal Api Global,Specialist HR,2019
UB0770,Tegar Hartono,Teknik Lingkungan,Bank BCA,Manager Marketing,2016
UB0771,Aditya Maulana,Sistem Informasi,PT CFU Technology Indonesia,Senior Data Scientist,2023
UB0772,Siti Firmansyah,Ilmu Ekonomi,Xiaomi Technology,Supervisor Marketing,2021
UB0773,Okta Hidayat,Teknik Lingkungan,PT Handal Guna Sarana,Specialist Operations,2021
UB0774,Lestari Cahyono,Ilmu Komunikasi,PT CFU Technology Indonesia,Management Trainee Operations,2019
UB0775,Julia Wibowo,Akuntansi,PT Bank KEB Hana Indonesia,Specialist Finance,2020
UB0776,Indah Saputra,Administrasi Publik,"PT DCI Indonesia, Tbk",Officer Admin,2017
UB0777,Radit Saputra,Teknologi Hasil Pertanian,Shopee,Head of Department Sales,2020
UB0778,Erlangga Jaya,Administrasi Publik,CV Maju Mundur,Supervisor Sales,2020
UB0779,Tegar Susanto,Teknologi Hasil Pertanian,PT Trinusa Travelindo,Supervisor Sales,2017
UB0780,Gita Suharto,Teknik Elektro,PT Penerbit Erlangga,Manager Admin,2019
UB0781,Lestari Nugroho,Keuangan Perbankan,Shopee,Management Trainee Admin,2023
UB0782,Gita Santoso,Agribisnis,Bank Mandiri,Officer HR,2018
UB0783,Kartika Pratama,Teknologi Hasil Pertanian,PT Penerbit Erlangga,Specialist Sales,2021
UB0784,Dinda Gunawan,Teknik Informatika,Telkom Indonesia,Lead Software Engineer,2016
UB0785,Fajar Gunawan,Manajemen,CV Maju Mundur,Analyst Marketing,2018
UB0786,Agus Puspa,Ilmu Komunikasi,PT Mencari Cinta Sejati,Officer HR,2019
UB0787,Joko Permata,Ilmu Ekonomi,PT Sejahtera Abadi,Officer Operations,2017
UB0788,Julia Santoso,Teknik Sipil,"PT Japfa Comfeed Indonesia, Tbk",Officer Marketing,2023
UB0789,Joko Jaya,Administrasi Publik,"PT DCI Indonesia, Tbk",Management Trainee HR,2016
UB0790,Qori Hidayat,Sistem Informasi,PT Sejahtera Abadi,Lead Product Manager,2017
UB0791,Arif Laksana,Arsitektur,PT CFU Technology Indonesia,Head of Department HR,2022
UB0792,Yoga Santoso,Pendidikan TI,PT Sumber Rejeki,Senior Staff Marketing,2020
UB0793,Zahra Cahyono,Sistem Informasi,"PT Bank Danamon Indonesia, Tbk",Senior DevOps,2021
UB0794,Kevin Siregar,Psikologi,PT Penerbit Erlangga,Specialist HR,2020
UB0795,Utomo Firmansyah,Ilmu Hukum,PT Kapal Api Global,Management Trainee Marketing,2016
UB0796,Putri Wibowo,Teknik Informatika,Telkom Indonesia,Senior Data Scientist,2015
UB0797,Farhan Kusuma,Teknologi Informasi,PT Indocyber Global Teknologi,Senior Data Scientist,2023
UB0798,Lestari Santoso,Administrasi Publik,PT Solusi Transportasi Indonesia,Head of Department Sales,2015
UB0799,Farhan Anggara,Psikologi,PT Sejahtera Abadi,Senior Staff Sales,2022
UB0800,Siti Yudhoyono,Teknik Komputer,PT. Bank KEB Hana Indonesia,Lead Product Manager,2022
UB0801,Farhan Nugroho,Manajemen,Xiaomi Technology,Engineer Marketing,2016
UB0802,Kevin Irawan,Teknik Sipil,Shopee,Manager HR,2018
UB0803,Dinda Hartono,Pendidikan TI,Telkom Indonesia,Junior Staff HR,2019
UB0804,Hadi Tanjung,Agribisnis,PHINTRACO GROUP,Management Trainee Admin,2017
UB0805,Tegar Vebrianto,Ilmu Ekonomi,"PT. Trimegah Sekuritas Indonesia, Tbk",Analyst Admin,2023
UB0806,Indah Anggara,Arsitektur,Bank Mandiri,Analyst Admin,2017
UB0807,Aditya Hidayat,Ilmu Komunikasi,PT Sejahtera Abadi,Management Trainee HR,2020
UB0808,Laras Rahmawati,Teknik Informatika,Shopee,Senior IT Support,2017
UB0809,Cahya Cahyono,Agribisnis,PT Solusi Transportasi Indonesia,Officer Sales,2018
UB0810,Yoga Irawan,Ilmu Komunikasi,PT Penerbit Erlangga,Junior Staff Operations,2016
UB0811,Tegar Kartika,Teknik Informatika,PT Mencari Cinta Sejati,Senior Software Engineer,2021
UB0812,Wahyu Permata,Agroekoteknologi,PT CFU Technology Indonesia,Junior Staff Finance,2020
UB0813,Arif Nugroho,Keuangan Perbankan,JAPFA FOOD INDONESIA,Junior Staff Finance,2016
UB0814,Erlangga Tanjung,Hubungan Internasional,"PT DCI Indonesia, Tbk",Supervisor Operations,2023
UB0815,Joko Aditama,Agribisnis,PT Sejahtera Abadi,Management Trainee Marketing,2017
UB0816,Pandu Cahyono,Teknologi Hasil Pertanian,"PT Bank Danamon Indonesia, Tbk",Consultant Sales,2015
UB0817,Nadia Suharto,Administrasi Publik,Xiaomi Technology,Head of Department Operations,2021
UB0818,Julia Irawan,Teknik Informatika,PT Sumber Rejeki,Junior IT Support,2017
UB0819,Kevin Yulianto,Sistem Informasi,"PT Bank Danamon Indonesia, Tbk",Junior Product Manager,2015
UB0820,Eko Pratama,Teknik Informatika,PT Trinusa Travelindo,Senior Product Manager,2015
UB0821,Radit Setiawan,Manajemen,Telkom Indonesia,Officer HR,2017
UB0822,Agus Irawan,Teknik Lingkungan,"PT Bank Danamon Indonesia, Tbk",Manager Admin,2017
UB0823,Radit Setiawan,Teknik Komputer,"PT. Trimegah Sekuritas Indonesia, Tbk",Senior IT Support,2015
UB0824,Kevin Siregar,Teknologi Informasi,PT MAS ARYA INDONESIA,Senior DevOps,2017
UB0825,Nina Prasetyo,Teknik Komputer,PHINTRACO GROUP,Junior Product Manager,2021
UB0826,Eko Budiman,Teknologi Hasil Pertanian,PHINTRACO GROUP,Junior Staff Finance,2023
UB0827,Erlangga Rahmawati,Manajemen,PT Solusi Transportasi Indonesia,Head of Department Operations,2022
UB0828,Mahendra Lestari,Hubungan Internasional,Shopee,Consultant Operations,2017
UB0829,Andi Hartono,Ilmu Hukum,PT Kapal Api Global,Engineer Admin,2022
UB0830,Kartika Baswedan,Administrasi Publik,PT Handal Guna Sarana,Engineer Finance,2015
UB0831,Citra Fauzi,Teknik Lingkungan,JAPFA FOOD INDONESIA,Senior Staff Operations,2018
UB0832,Tegar Gunawan,Teknologi Hasil Pertanian,PT Handal Guna Sarana,Specialist Finance,2019
UB0833,Desi Utama,Teknik Industri,PT Trinusa Travelindo,Analyst Sales,2017
UB0834,Lestari Nugroho,Hubungan Internasional,"PT Bank Danamon Indonesia, Tbk",Analyst Sales,2019
UB0835,Mahendra Zulkarnain,Sistem Informasi,PT Trinusa Travelindo,Senior Software Engineer,2021
UB0836,Radit Budiman,Teknik Sipil,"PT DCI Indonesia, Tbk",Analyst Sales,2020
UB0837,Desi Susanto,Teknik Sipil,"PT Bank Danamon Indonesia, Tbk",Officer HR,2015
UB0838,Vina Pangestu,Teknik Mesin,Tokopedia,Supervisor Operations,2021
UB0839,Pandu Utama,Ilmu Komunikasi,PHINTRACO GROUP,Officer Admin,2022
UB0840,Erlangga Tanjung,Teknik Informatika,PT Kapal Api Global,Senior Software Engineer,2021
UB0841,Nina Wijaya,Pendidikan TI,Shopee,Supervisor Sales,2019
UB0842,Arif Qodir,Teknik Industri,PT Indocyber Global Teknologi,Officer Admin,2019
UB0843,Indah Zulkarnain,Teknik Informatika,PT CFU Technology Indonesia,Junior Product Manager,2020
UB0844,Hadi Hidayat,Teknik Informatika,PT Kapal Api Global,Lead Data Scientist,2018
UB0845,Rina Vebrianto,Hubungan Internasional,JAPFA FOOD INDONESIA,Senior Staff Operations,2017
UB0846,Farhan Aminah,Administrasi Publik,StartUp Gagal Bangkit,Senior Staff Admin,2017
UB0847,Julia Laksana,Teknik Lingkungan,Gojek,Senior Staff Sales,2023
UB0848,Desi Maulana,Manajemen,"PT DCI Indonesia, Tbk",Junior Staff HR,2022
UB0849,Wahyu Aminah,Ekonomi Islam,Gojek,Officer Admin,2015
UB0850,Chandra Kurnia,Teknik Industri,Shopee,Officer HR,2023
UB0851,Bella Wulandari,Teknik Informatika,PT Sumber Rejeki,Lead IT Support,2023
UB0852,Dimas Kurnia,Akuntansi,PT CFU Technology Indonesia,Specialist Marketing,2021
UB0853,Chandra Yudhoyono,Teknologi Informasi,StartUp Gagal Bangkit,Senior Data Scientist,2019
UB0854,Irfan Nasution,Administrasi Publik,PT CFU Technology Indonesia,Head of Department Sales,2016
UB0855,Joko Suharto,Ekonomi Islam,PT Penerbit Erlangga,Head of Department HR,2015
UB0856,Zahra Jaya,Teknologi Informasi,PT Tsubaki Indonesia Manufacturing,Junior Product Manager,2020
UB0857,Radit Setiawan,Pendidikan TI,PT Mencari Cinta Sejati,Management Trainee HR,2023
UB0858,Fajar Kurnia,Psikologi,PT Handal Guna Sarana,Analyst HR,2021
